ID;Title;Price;Postage;Sell_Date;Location;Condition;Product_Type;Product_Line;Brand;Screen_Size;Screen_Resolution;Storage_Type;Storage_Capacity;Model;Operating_System;Operating_System_Edition;RAM_Memory;Processor;Processor_Speed;Seller;Seller_Notes;URL
1192;Lenovo Y50-70 ,15.6 Touchscreen, i7 16GB RAM, 512GB SSD UHD 4K, Win 10, Off 2019;559.99;;04-Apr 21:57;Wallington, United Kingdom;Seller refurbished;Notebook/Laptop;IdeaPad;Lenovo;15.6 in;3840 x 2160;SSD (Solid State Drive);512 GB;Lenovo IdeaPad Y50-70;Windows 10;Windows 10 Home;;Intel Core i7.;2.40 GHz;ogydo;In very good condition, comes with New Ultra HD 4K Touchscreen, red backlit UK keyboard, battery still has lots of life..Win 10 and Office 2019 Professional plus installed and activated. Comes with a leather laptop bag;https://www.ebay.co.uk/itm/Lenovo-Y50-70-15-6-Touchscreen-i7-16GB-RAM-512GB-SSD-UHD-4K-Win-10-Off-2019-/233546849719?hash=item36607a1db7%3Ag%3AyD4AAOSwM0tec09J&nma=true&si=hPytqb%252FGLh7%252BY07vDt%252FaA%252BF1wCA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1193;Dell XPS 15 (9560) 4K touchscreen / i7 7700HQ / GTX1050 4GB / 16GB RAM / 1TB SSD;750.00;;04-Apr 21:57;Newmarket, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;3840 x 2160;SSD (Solid State Drive);;Dell XPS 15 9560;Windows 10;;16 GB;Intel Core i7 7th Gen.;2.80 GHz;svendr2;;https://www.ebay.co.uk/itm/Dell-XPS-15-9560-4K-touchscreen-i7-7700HQ-GTX1050-4GB-16GB-RAM-1TB-SSD-/223964947060?hash=item342559e274%3Ag%3AId0AAOSwRHlehe5X&nma=true&si=wE%252FB4QPE8hDrNxwAkcdnSEQxFic%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1194;Dell INSPIRON 15 5570 i7 8550U SILVER 16GB 250GB SSD 4GB RADEON 530 FHD D6DQ2;565.00;35.00;04-Apr 21:57;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Notebook/Laptop;Inspiron;Dell;"15.6"" FHD";1920 x 1080;SSD (Solid State Drive);;5570;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;1.80GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark. THIS UNIT HAS A SMALL LIGHT SCRATCH ON THE BACK LID;https://www.ebay.co.uk/itm/Dell-INSPIRON-15-5570-i7-8550U-SILVER-16GB-250GB-SSD-4GB-RADEON-530-FHD-D6DQ2-/143565647212?hash=item216d2ded6c%3Ag%3AwMgAAOSwSPVeb5-B&nma=true&si=PDP0E6vfX3HdBAQjl3b7dNj7vvc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1195;Alienware 15 JTWYX Intel i7 8750H, GTX 1070, 16GB, 256GB M.2 PCIe SSD + 1TB HDD;1299.00;;04-Apr 21:57;Mansfield, United Kingdom;New;Gaming Laptops;;Alienware;"15.6""";;HDD + SSD;;Alienware 15;Windows 10;;16 GB;Intel Core i7 8th Gen.;;spt-shop;;https://www.ebay.co.uk/itm/Alienware-15-JTWYX-Intel-i7-8750H-GTX-1070-16GB-256GB-M-2-PCIe-SSD-1TB-HDD-/254527946042?epid=18025947928&hash=item3b430c3d3a%3Ag%3AqOgAAOSwD%7E9d2%7EC2&nma=true&si=oEtMnRXRPc6WDEBmqCJ2VuZB4us%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1196;Dell XPS 15 7590 Laptop 9th Gen i7-9750H 16GB 512GB SSD Full HD 1080P-Brand new;1400.00;60.08;04-Apr 21:57;Shanklin, Isle of Wight, United Kingdom;New;Notebook/Laptop;;Dell;15.6 in;;SSD (Solid State Drive);512GB;XPS 15 7590;Windows 10;Home;16 GB;Intel Core i7 9th Gen.;2.6 GHz;laptoptrader;;https://www.ebay.co.uk/itm/Dell-XPS-15-7590-Laptop-9th-Gen-i7-9750H-16GB-512GB-SSD-Full-HD-1080P-Brand-new-/143548783316?hash=item216c2c9ad4%3Ag%3A2LQAAOSwcLleYnkb&nma=true&si=lRLLFUlXjvPj5f%252BDMK9kq%252FaonsM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1197;MSI GS63 Stealth 8RE Core™ i7-8750H 16GB 1TB & 256GB GTX 1060 6GB Ded Gaming;879.99;33.08;04-Apr 21:57;Darwen, Lancashire, United Kingdom;Seller refurbished;Laptop;;MSI;"15.6""";;1TB HDD & 256GB SSD;;GS63 Stealth 8RE;Windows 10;;16GB;Core i7-8750h;2.3 GHz upto 4.1GHz;mactowindows;Ex display item , with some minor sign of use and handling and a really small ding on the back lid . it does come with charger power cord and 60 days warranty.;https://www.ebay.co.uk/itm/MSI-GS63-Stealth-8RE-Core-i7-8750H-16GB-1TB-amp-256GB-GTX-1060-6GB-Ded-Gaming-/223857400754?epid=19018252755&hash=item341ef0dbb2%3Ag%3A%7EnMAAOSwcPFdaVi9&nma=true&si=RjFA2Pk%252BAMGFx2kt7JZERhQPaWY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1198;LENOVO LEGION Y540-17IRH INTEL i7-9750H 16GB RAM 512GB SSD 2TB HDD GTX1660TI;1525.30;45.15;04-Apr 21:57;ESSEX, United Kingdom;Opened - never used;Notebook/Laptop;;Lenovo;17.3 in;;HDD + SSD;;Lenovo Legion Y540;Windows 10;;16GB;Intel Core i7-9750H;;ewix;HIGH QUALITY LENOVO PRODUCTS IN NEW, UNUSED CONDITION WITH ABSOLUTELY NO SIGNS OF WEAR. THOSE UNITS ARE CANCELLED ORDERS, CUSTOMER CHANGE OF MINE RETURNS OR OPEN BOX LAPTOPS. 12 MONTHS MANUFACTURER WARRANTY, ACTIVE FROM DATE OF PURCHASE. THEY COME IN RETAIL BOX OR IN CASE IT IS DAMAGED IN LENOVO REPLACEMENT BOX.;https://www.ebay.co.uk/itm/LENOVO-LEGION-Y540-17IRH-INTEL-i7-9750H-16GB-RAM-512GB-SSD-2TB-HDD-GTX1660TI-/353006536586?hash=item5230d4478a%3Ag%3AtosAAOSwhKZeNKUo&nma=true&si=GqOFanRuluqRFllwAeyGUGoDqdY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1199;Medion Erazer P6681 15.6 HD, 16GB RAM, Intel i7 2.7GHz, 500GB SSD, Gaming Laptop;450.00;;04-Apr 21:57;Bristol, United Kingdom;Used;Notebook/Laptop;;MEDION;15.4 in;1920 x 1080;eMMC;;Erazer P6681;;;16 GB;Intel Core i7 5th Gen.;2.7 GHz;swft-collect;;https://www.ebay.co.uk/itm/Medion-Erazer-P6681-15-6-HD-16GB-RAM-Intel-i7-2-7GHz-500GB-SSD-Gaming-Laptop-/114167249675?hash=item1a94e5fb0b%3Ag%3AqRsAAOSwvulehbft&nma=true&si=gXKxw67vSf99fUZSD14PGOAcAHA%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1200;SALE HP Omen Pro 15 Fast i7 4870HQ 512GB SSD 16GB Win 10 IPS Touch Gaming Laptop;549.99;26.74;04-Apr 21:57;Stoke-On-Trent, Staffordshire, United Kingdom;Seller refurbished;Gaming/Workstation;;HP;15.6 in;;SSD (Solid State Drive);512GB;HP Omen Pro 15;Windows 10;Professional;16 GB;Intel Core i7 4th Gen.;2.50 GHz;klmgpurchasing;;https://www.ebay.co.uk/itm/SALE-HP-Omen-Pro-15-Fast-i7-4870HQ-512GB-SSD-16GB-Win-10-IPS-Touch-Gaming-Laptop-/174239599490?hash=item28917d4b82%3Ag%3AiPUAAOSw4wVehzcs&nma=true&si=oZWOhPIxBao7JRkQsCXp%252F2TnK9w%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1201;"DELL LATITUDE E7250- i7 5TH GEN-SUPER FAST 16GB RAM+240 SSD WEBCAM-12.5""-NO DVD";249.99;20.99;04-Apr 21:57;Dagenham, Essex, United Kingdom;Manufacturer refurbished;;;dell latitude;12.5 in;;;;Dell Latitude E7250;Windows 10;;;Intel Core i7 5th Gen.;;computersdenltd_6;EXCELLENT EX BUSINESS LAPTOP DELL LATITUDE E7250,240 SSD SSD + 16GB RAM ,INTEL CORE i7-4TH GENRATION. WINDOWS 10 PRO,64 BIT.ALL THE DRIVERS BEEN DONE,JUST PLUG IN AND GO.NO DVDTHERE IS VERY SMALL CRACK ON PALM REST PLEASE SEE LAST PHOTO,OTHERWISE THE LAPTOP IS IN VERY VERY GOOD CONDITION.;https://www.ebay.co.uk/itm/DELL-LATITUDE-E7250-i7-5TH-GEN-SUPER-FAST-16GB-RAM-240-SSD-WEBCAM-12-5-034-NO-DVD-/124140676221?hash=item1ce75c647d%3Ag%3AAkkAAOSw92RehJ3P&nma=true&si=gogOrLsLxLUA0Vaz3fxqc2suGE8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1202;"Dell Precision 5540 Laptop 15.6"" FHD Intel i7-9850H, 32GB DDR4,512GB SSD,NVIDIA";1549.95;45.81;04-Apr 21:57;Liverpool, United Kingdom;New;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;SSD (Solid State Drive);;Dell Presicion 5540;Windows 10;Professional;32 GB;Intel Core i7 9th Gen.;4.60 GHz;the-tech-saver;;https://www.ebay.co.uk/itm/Dell-Precision-5540-Laptop-15-6-034-FHD-Intel-i7-9850H-32GB-DDR4-512GB-SSD-NVIDIA-/333552493117?hash=item4da947223d%3Ag%3A%7EQQAAOSwkXdeRsRI&nma=true&si=ZOpFAMLMKjnBUmJ2TXzi09g8TfU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1204;ALIENWARE 15 R3 CORE i7-7700HQ 16GB MEM 250GB SSD 1TB HDD 6GB GTX1060 FHD 8FH2;999.00;35.00;04-Apr 21:57;BRIGHOUSE, United Kingdom;Seller refurbished;Notebook/Laptop;ALIENWARE;Dell;"15.6"" FHD";;HDD + SSD;;Alienware 15;Windows 10;Professional;16 GB;Intel Core i7 7th Gen.;2.80 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark. THIS UNIT HAS A LONG LIGHT SCRATCH ON THE BACK LID;https://www.ebay.co.uk/itm/ALIENWARE-15-R3-CORE-i7-7700HQ-16GB-MEM-250GB-SSD-1TB-HDD-6GB-GTX1060-FHD-8FH2-/133303001531?hash=item1f097a61bb%3Ag%3AA0gAAOSw8VJZjEdO&nma=true&si=o7aD5oYTmo%252Fj1bdetEa6LsydwGg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1205;Lenovo ThinkPad X1 Yoga 20LDCT i7-8550U 16GB 1TB NVMe SSD WLAN 4G WWAN Touch;899.99;;04-Apr 21:57;east grinstead, West Sussex, United Kingdom;Used;ThinkPad;;Lenovo;14 in;2560 x 1440;SSD (Solid State Drive);;Lenovo ThinkPad X1 Yoga;Windows 10 Pro;;16 GB;Intel Core i7-8550U 8th Gen.;1.80 GHz;kjb-electrical-sales;;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X1-Yoga-20LDCT-i7-8550U-16GB-1TB-NVMe-SSD-WLAN-4G-WWAN-Touch-/254542208007?hash=item3b43e5dc07%3Ag%3AeN8AAOSwtMVebzwD&nma=true&si=LSQrITams18E8dVzesoKHHDskv4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1206;Dell Latitude E6540 Fast i7 4610M 500GB HDD 16GB Office 19 Radeon Win 10 Laptop;349.99;22.86;04-Apr 21:57;Stoke-On-Trent, Staffordshire, United Kingdom;Seller refurbished;Notebook/Laptop;Latitude;Dell;15.6 in;1920 x 1080;HDD (Hard Disk Drive);;Dell Latitude E6540;Windows 10;;16 GB;Intel Core i7 4th Gen;3.00 GHz;klmgtrading;Ex Business ultraportable laptop in very good condition. A very reliable laptop that is Brilliantly portable with HDMI port, New Battery and IDT HD audio. Please see images for actual laptop condition.;https://www.ebay.co.uk/itm/Dell-Latitude-E6540-Fast-i7-4610M-500GB-HDD-16GB-Office-19-Radeon-Win-10-Laptop-/254556350826?hash=item3b44bda96a%3Ag%3AL3oAAOSwebVeg0cd&nma=true&si=p%252BNo26l6nEeSR7r8s1pbw2xqowc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1207;RRP £1427 - Touch screen laptop i7 ALL OFFERS CONSIDERED Windows 10;649.00;28.60;04-Apr 21:57;London, United Kingdom;Used;Notebook/Laptop;EliteBook;HP;"14""";;SSD (Solid State Drive);;HP;Windows 10;Professional;16 GB;i7;;jelibean-inc;Comes with HP charger. Good used condition as per the photos;https://www.ebay.co.uk/itm/RRP-1427-Touch-screen-laptop-i7-ALL-OFFERS-CONSIDERED-Windows-10/143279648562?hash=item215c21ef32:g:-OMAAOSwmFhbs5tg
1208;Dell Inspiron 14 5482 2in1 INTEL CORE i7 8TH 16GB 500GB SSD FHD TOUCH GREY KYLT2;625.00;35.00;04-Apr 21:57;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Convertible 2-in-1 Laptop/Tablet;Inspiron;Dell;"14.1"" FHD TOUCH SCREEN";1920 x 1080;SSD (Solid State Drive);;Dell Inspiron 14 5482;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;1.80GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark.;https://www.ebay.co.uk/itm/Dell-Inspiron-14-5482-2in1-INTEL-CORE-i7-8TH-16GB-500GB-SSD-FHD-TOUCH-GREY-KYLT2-/133357161045?hash=item1f0cb4ca55%3Ag%3ACxMAAOSwws5cWC-N&nma=true&si=fOLdkpojmixN9RyxNWuwtFUsa3k%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1209;Lenovo ThinkPad P53 Laptop: Core i7-9750H 16GB RAM, Quadro T2000, 512GB Warranty;1525.00;45.35;04-Apr 21:57;Alsager, Cheshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Lenovo;"15.6""";1920 x 1080;SSD (Solid State Drive);512 GB;Lenovo ThinkPad P53;Windows 10;Professional;16 GB;Intel Core i7 9th Gen.;2.60 GHz;cruisetechstore;A like-new condition workstation (photos are from the listed unit). Sold on VAT Margin scheme (VAT cannot be claimed back). In a very good condition overall, was unsealed recently (may have some very small wears/marks, we've noticed much). The screen looks good. The large battery has a high/near full % of the designed charge (HWMonitor estimation only). It has a 12-month warranty with us. May have remaining Lenovo warranty** (serial number shows 2023 warranty, usually EU wide & local response level may vary, see photo 5). It comes with the charger in a secure, repacked box.;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-P53-Laptop-Core-i7-9750H-16GB-RAM-Quadro-T2000-512GB-Warranty/324124753561?hash=item4b77573e99:g:RwwAAOSw49Beh39w
1210;"ASUS ROG G750JS 17.3"" Full HD Gaming Laptop Core i7-4710HQ 16GB, 1TB+128GB SSHD";450.00;;04-Apr 21:57;london, London, United Kingdom;Used;Notebook/Laptop;;ASUS;17.3 in;;;;;;;16 GB;;;d.a.mcneill;;https://www.ebay.co.uk/itm/ASUS-ROG-G750JS-17-3-034-Full-HD-Gaming-Laptop-Core-i7-4710HQ-16GB-1TB-128GB-SSHD-/202955333768?hash=item2f4114a088%3Ag%3ABXwAAOSwqiRegG7V&nma=true&si=wS7zTzJ1NBT5HEyiQ4TPU32c0p0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1211;RAZOR BLADE PRO 17 17.3” Intel Core I7 RTX 2070 Laptop, 512 GB SSD, 16GB RAM;1549.99;;04-Apr 21:57;Dudley, United Kingdom;Used;Notebook/Laptop;;Razer;;;;;Razer Blade Pro;;;16 GB;;;dudcas0;;https://www.ebay.co.uk/itm/RAZOR-BLADE-PRO-17-17-3-Intel-Core-I7-RTX-2070-Laptop-512-GB-SSD-16GB-RAM-/293533522083?hash=item4457f618a3%3Ag%3A4t4AAOSwugJeYjdw&nma=true&si=mrS0DpRkNP2FxKxq3q%252FtGM6lrW8%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1212;Dell G5 15 Gaming Laptop i7-8750H 16Gb DDR4 256Gb SSD 1Tb GeForce GTX 1060 6Gb;585.00;42.51;07-Apr 11:53;Twickenham, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;HDD + SSD;;Dell G5 15;Windows 10;;16 GB;Intel Core i7 8th Gen.;4.10 GHz;dell*boy;Fantastic used condition. Upgraded to high standard and clean installation of Windows 10;https://www.ebay.co.uk/itm/Dell-G5-15-Gaming-Laptop-i7-8750H-16Gb-DDR4-256Gb-SSD-1Tb-GeForce-GTX-1060-6Gb-/202956741223?hash=item2f412a1a67%3Ag%3ApwQAAOSwJPReiebw&nma=true&si=x%252FwPf%252FuH05Q0osTxfo4T7r%252Bn%252BYk%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1213;"HP ZBook 15 Core i7-4800QM 2.7Ghz 16GB 500GB 15.6"" Quadro Win-10 Laptop DAMAGED";239.99;20.95;04-Apr 21:57;Leigh-on-sea, Essex, United Kingdom;Used;Laptop;Zbook;HP;"15.6""";;HDD (Hard Disk Drive);;zbook 15;Windows 10 professional;;16GB;Intel Core i7;2.7GHz;tecuk;Full working order but price reduced due to damage on corner (See pic) beyond this it is in general used condition as you would expect;https://www.ebay.co.uk/itm/HP-ZBook-15-Core-i7-4800QM-2-7Ghz-16GB-500GB-15-6-034-Quadro-Win-10-Laptop-DAMAGED-/274287416395?hash=item3fdccdd44b%3Ag%3AKNYAAOSwrCZbDWT%7E&nma=true&si=f8UoU2him8z5wEvK%252F4sNGen9R7U%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1214;"Dell Inspiron 15 5567 15"" Core i7-7500U 2.7GHz 16GB RAM 128GB SSD Win 10 RADEON";399.99;23.94;07-Apr 11:53;Swansea, United Kingdom;Used;Notebook/Laptop;Inspiron;Dell;"15.6"" FHD";;SSD (Solid State Drive);;Dell Inspiron 15 5567;Windows 10;;16 GB;Intel Core i7-7500U;2.70 GHz;currentricals;;https://www.ebay.co.uk/itm/Dell-Inspiron-15-5567-15-034-Core-i7-7500U-2-7GHz-16GB-RAM-128GB-SSD-Win-10-RADEON-/223948355462?hash=item34245cb786%3Ag%3Azh8AAOSw3adeb0eW&nma=true&si=FzqmwKISA4EXiz4MQXYfRtL%252B%252F0M%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1215;"Asus ROG G5517 15.6"" Gaming latop CORE I7-4710HQ 2.50GHz 16GB 1.5Tb GTX 860M";399.00;;07-Apr 11:53;London, United Kingdom;Used;Gaming Laptop;;ASUS;15.6 in;1920 x 1080;;;G5517;Windows 10;;16GB;Intel Core i7 4th Gen.;2.50 GHz;matrix2000;;https://www.ebay.co.uk/itm/Asus-ROG-G5517-15-6-034-Gaming-latop-CORE-I7-4710HQ-2-50GHz-16GB-1-5Tb-GTX-860M-/274328344973?hash=item3fdf3e598d%3Ag%3AWyoAAOSwo%7EBeiUx3&nma=true&si=ql1adCwdM2HInbx26mOTtb2f0M4%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1216;"Sony VAIO SVE17 17.3""  i7 3632QM 16 GB 500 GB SSD Laptop - Windows 10. 2013";899.00;40.00;07-Apr 11:53;Glasgow, United Kingdom;Used;Laptop;VAIO;Sony;"17.3""";;;500 GB;SVE17;Windows 10;;;i7 3632QM;2.1 GHz-3.1 GHz;computingsupplies2013;Laptop ex-display in v. good condition . 2 Graphics card.High end core i7@ 3.3 Ghz, 4 cores and 8 threads ultimate processor. Used items are not new and might have some scuffs and minor marks on the lid.;https://www.ebay.co.uk/itm/Sony-VAIO-SVE17-17-3-i7-3632QM-16-GB-500-GB-SSD-Laptop-Windows-10-2013/333266678536?hash=item4d983df308:g:bNMAAOSwdoJbN4d8
1217;Dell XPS 15 9530 Touchscreen 4K Display Core i7-4712HQ NVIDIA 16GB RAM 512GB SSD;550.00;;07-Apr 11:53;Milton Keynes, United Kingdom;Used;Ultrabook;;DELL;15.6 in;3840 x 2160;SSD (Solid State Drive);;DELL XPS 15 9530;Windows 10;;16 GB;Intel Core i7 4th Gen.;2.30 GHz;nexusraven_ltd;High Spec 15.6 Touchscreen laptop with 4K display resolution, NVIDIA GeForce videocard. Laptop is in immaculate condition and works perfectly.;https://www.ebay.co.uk/itm/Dell-XPS-15-9530-Touchscreen-4K-Display-Core-i7-4712HQ-NVIDIA-16GB-RAM-512GB-SSD-/254561065605?hash=item3b45059a85%3Ag%3ANcQAAOSw4gZeic6d&nma=true&si=G45p79QDzmNBjec5butZFoKhzRE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1218;DELL XPS 15 7000 Series-7590 i7-9750H, 4K Touch 16GB, 1TB, Windows 10,1YR Warr;1799.00;50.26;07-Apr 11:53;PETERBOROUGH, Cambridgeshire, United Kingdom;New;Notebook/Laptop;;Dell;15.6 in;3840 x 2160;SSD (Solid State Drive);1TB;XPS 15 7000 Series-7590;Windows 10;;16 GB;i7-9750H;UPTO 4.5 GHz;tpl786;;https://www.ebay.co.uk/itm/DELL-XPS-15-7000-Series-7590-i7-9750H-4K-Touch-16GB-1TB-Windows-10-1YR-Warr-/324090647512?hash=item4b754ed3d8%3Ag%3A008AAOSwoPBdWrXx&nma=true&si=BIW6z19TZ9RgSqDtvYQ8QO%252F%252FLwg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1219;"HP 470 G7, Intel Core i7 10510U, 16GB, 512GB SSD, W10 Pro 17.3"" Laptop";799.99;9.99;07-Apr 11:53;Derbyshire, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;17.3in;;SSD;;;Windows 10;;;Intel Core i7 10510U;;tabretail;Refurbished item. Fully working. Any signs of use will be very minor. Item may not be in the original retail box. However we do back these up with a 1 year warranty!;https://www.ebay.co.uk/itm/HP-470-G7-Intel-Core-i7-10510U-16GB-512GB-SSD-W10-Pro-17-3-034-Laptop-/184238084225?hash=item2ae5721081%3Ag%3AgD8AAOSw32Fehzb7&nma=true&si=kQVw0mRqo0di5Y4Do4HSo21pwzw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1220;Dell Inspiron 15 7000 Gaming Laptop i7, 16gb Ram, 1TB HDD, 128gb SSD, 1050ti GPU;569.00;27.10;07-Apr 11:53;Sancton, United Kingdom;Used;Notebook/Laptop;;Dell;;;HDD + SSD;;Dell Inspiron 15 7000;;;16 GB;;;elizabethlove_123;;https://www.ebay.co.uk/itm/Dell-Inspiron-15-7000-Gaming-Laptop-i7-16gb-Ram-1TB-HDD-128gb-SSD-1050ti-GPU-/264690997040?hash=item3da0d01730%3Ag%3APVkAAOSwPp9eil8j&nma=true&si=7cxlMH9bE2voCVIcGcA%252FI5ezv%252F0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1221;"Lenovo ThinkPad T440p 14"" Laptop Core i7 4710MQ 2.5GHz 16GB RAM 500GB HDD Webcam";219.99;12.00;07-Apr 11:53;Leeds, West Yorkshire, United Kingdom;Used;Notebook/Laptop;;Lenovo;14 in;;;;Lenovo ThinkPad T440P;Not Included;;16 GB;Intel Core i7 4th Gen.;2.5 GHz;computersinleeds;Condition: - Some marks, wear, cosmetic damages, scratches, sticker marks. ( See pictures ).- Keyboard and Palm Rest are worn.- Screen is in good condition - may have tiny marks from day to day use.Specification: - See the title and images for specification.Testing: - Powers to BIOS fine with no errors or passwords. Fans run fine.- Hard drive has been data wiped. The battery holds charge but is not tested for the full duration. Batteries are consumable items.Operating System: - Not installed.What's Included: - Laptop Only.What's Not Included: - Power adaptor / Other accessories / Cables / Software / Drivers etc.;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-T440p-14-034-Laptop-Core-i7-4710MQ-2-5GHz-16GB-RAM-500GB-HDD-Webcam-/124115403446?epid=3027239351&hash=item1ce5dac2b6%3Ag%3A900AAOSwKWVeagt2&nma=true&si=%252BXzGp4%252BiFg6WZUU477pHxrVxdGo%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1222;LENOVO YOGA S730-13IWL FHD INTEL CORE i7-8565U 16GB RAM 256GB SSD WIN 10;795.35;31.20;07-Apr 11:53;ESSEX, United Kingdom;Opened - never used;Notebook/Laptop;;Lenovo;13.3 in;;;;Lenovo Yoga S730-13;Windows 10;;16 GB;Intel Core i7 8th Gen.;;ewix;HIGH QUALITY LENOVO PRODUCTS IN NEW, UNUSED CONDITION WITH ABSOLUTELY NO SIGNS OF WEAR. THOSE UNITS ARE CANCELLED ORDERS, CUSTOMER CHANGE OF MINE RETURNS OR OPEN BOX LAPTOPS. 12 MONTHS MANUFACTURER WARRANTY, ACTIVE FROM DATE OF PURCHASE. THEY COME IN RETAIL BOX OR IN CASE IT IS DAMAGED IN LENOVO REPLACEMENT BOX.;https://www.ebay.co.uk/itm/LENOVO-YOGA-S730-13IWL-FHD-INTEL-CORE-i7-8565U-16GB-RAM-256GB-SSD-WIN-10/352950284059?epid=21031266672&hash=item522d79ef1b:g:M2YAAOSwsAdduqxP
1223;"Dell XPS 9560 • i7-7700HQ • GTX 1050 • 256GB SSD • 15.6"" Gaming/Design Laptop";739.33;;07-Apr 11:53;London, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;;SSD (Solid State Drive);;Dell XPS 15 9560;Windows 10;;16 GB;Intel Core i7 7th Gen.;;24seven-sale;Good condition overall. It's used so very few marks here and there.;https://www.ebay.co.uk/itm/Dell-XPS-9560-i7-7700HQ-GTX-1050-256GB-SSD-15-6-034-Gaming-Design-Laptop-/392729479161?epid=236958642&hash=item5b708047f9%3Ag%3AKTkAAOSwaBJehmUl&nma=true&si=Yv7kwFeU2N3Sr%252FCE3MAAXPTWdlU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
1224;Dell XPS 15 7590 Core i7 9750H -16GB DDR4 500GB SSD 4GB GTX1650  4K OLED HQS1Z2;1395.00;35.00;07-Apr 11:53;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Notebook/Laptop;XPS;Dell;"15.6"" 4K OLED NON TOUCH";;SSD (Solid State Drive);;Dell XPS 15 7590;Windows 10;Professional;16 GB;Intel Core i7 9th Gen.;2.60 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark.;https://www.ebay.co.uk/itm/Dell-XPS-15-7590-Core-i7-9750H-16GB-DDR4-500GB-SSD-4GB-GTX1650-4K-OLED-HQS1Z2-/143467488556?hash=item216754252c%3Ag%3AwXwAAOSwVwtbavl9&nma=true&si=cxIVHGIVpQ%252BA5SR7qET3Tz4pMGo%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
